# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.99        1994329.81
2                       3.98        1987572.08
4                       7.94        1984885.41
8                      15.88        1984812.96
16                     31.55        1971675.46
32                     63.10        1971849.32
64                    123.73        1933307.48
128                   240.40        1878160.61
256                   482.22        1883670.51
512                   897.70        1753313.07
1024                 1706.73        1666724.13
2048                 3165.39        1545599.38
4096                 2753.69         672287.21
8192                 4398.98         536984.28
16384                6688.77         408249.84
32768                8788.77         268212.12
65536                9967.40         152090.42
131072              10468.31          79866.87
262144              10663.74          40678.95
524288              10791.15          20582.48
1048576             10872.09          10368.43
2097152             10959.20           5225.75
4194304             10947.02           2609.97
