# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.48
2                       5.36
4                      10.72
8                      21.39
16                     42.81
32                     85.45
64                    171.91
128                   326.28
256                   599.20
512                  1017.04
1024                 1852.71
2048                 3287.59
4096                 3001.75
8192                 4753.51
16384                7406.99
32768                9360.45
65536               10556.04
131072              10670.77
262144              10820.84
524288              10898.99
1048576             10929.99
2097152             10966.88
4194304             10970.21
