# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.96        1960531.56
2                       3.97        1984990.86
4                       7.95        1987431.85
8                      15.98        1998022.71
16                     31.71        1981829.84
32                     62.53        1954084.21
64                    123.04        1922473.90
128                   234.60        1832823.53
256                   471.76        1842812.15
512                   891.66        1741517.21
1024                 1701.02        1661152.20
2048                 3167.45        1546605.42
4096                 2773.16         677040.17
8192                 4423.51         539979.10
16384                6732.72         410932.38
32768                8800.43         268567.81
65536               10129.67         154566.43
131072              10470.84          79886.13
262144              10646.25          40612.23
524288              10757.90          20519.06
1048576             10843.47          10341.14
2097152             10913.31           5203.87
4194304             10935.02           2607.11
