# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.93        1927626.19
2                       3.90        1948039.63
4                       7.84        1959434.62
8                      15.73        1965658.89
16                     31.22        1950999.25
32                     61.44        1919913.34
64                    120.98        1890321.87
128                   228.08        1781860.86
256                   457.80        1788292.44
512                   892.21        1742591.94
1024                 1677.48        1638163.10
2048                 3064.20        1496191.54
4096                 2711.17         661905.83
8192                 4362.40         532519.38
16384                6656.79         406298.05
32768                8849.69         270071.06
65536               10204.16         155703.11
131072              10443.31          79676.16
262144              10607.80          40465.55
524288              10736.66          20478.56
1048576             10810.91          10310.09
2097152             10895.58           5195.42
4194304             10899.14           2598.56
