# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.98        1979367.75
2                       4.04        2019668.03
4                       8.06        2013858.30
8                      16.05        2006444.51
16                     32.12        2007558.71
32                     63.55        1985919.89
64                    124.94        1952123.86
128                   239.21        1868789.32
256                   482.55        1884973.50
512                   910.97        1779245.66
1024                 1704.33        1664387.02
2048                 3206.47        1565658.69
4096                 2823.07         689225.59
8192                 4515.85         551250.77
16384                6809.26         415604.19
32768                8867.91         270627.23
65536               10206.16         155733.63
131072              10514.34          80218.01
262144              10734.13          40947.47
524288              10876.59          20745.44
1048576             10962.67          10454.81
2097152             11037.56           5263.12
4194304             11024.51           2628.45
