# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.47        2468632.17
2                       5.02        2510375.80
4                       9.99        2496720.91
8                      20.04        2504937.37
16                     40.31        2519397.99
32                     80.38        2511926.45
64                    159.44        2491236.30
128                   302.64        2364368.90
256                   570.51        2228535.32
512                  1016.58        1985514.92
1024                 1824.68        1781918.76
2048                 3286.38        1604677.92
4096                 2998.98         732172.53
8192                 4841.18         590964.08
16384                7190.06         438846.61
32768                9151.12         279269.93
65536               10566.23         161227.84
131072              10682.56          81501.46
262144              10804.44          41215.65
524288              10871.43          20735.61
1048576             10894.15          10389.47
2097152             10948.35           5220.58
4194304             10931.34           2606.23
